"gid","funderid","fundername","awardid"
"439","https://openalex.org/F4320324174","Natural Science Foundation of Shandong Province","ZR2021QB013"
"440","https://openalex.org/F4320321001","National Natural Science Foundation of China","22108141"
"441","https://openalex.org/F4320321001","National Natural Science Foundation of China","22205078"
"442","https://openalex.org/F4320332186","Defense Threat Reduction Agency","HDTRA1-19-1-0007"
"443","https://openalex.org/F4320337387","Division of Computing and Communication Foundations","CCF 1956054"
"444","https://openalex.org/F4320337345","Office of Naval Research","N00014-21-1-4013"
"445","https://openalex.org/F4320337354","National Institute of General Medical Sciences","R01GM127558"
"446","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH‐20‐1‐0600"
"447","https://openalex.org/F4320309536","University of Texas System","E213630176"
"448","https://openalex.org/F4320337357","National Institute of Diabetes and Digestive and Kidney Diseases","1R01DK123079‐01"
"449","https://openalex.org/F4320338488","DOD Peer Reviewed Cancer Research Program","W81XWH‐20‐1‐0625"
"450","https://openalex.org/F4320337351","National Cancer Institute","1R01CA240818‐01A1"
"451","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550‐20‐1‐0366 DEF"
"452","https://openalex.org/F4320306196","Welch Foundation","A‐1261"
"453","https://openalex.org/F4320337345","Office of Naval Research","N00014‐20‐1‐2184"
"454","https://openalex.org/F4320321001","National Natural Science Foundation of China","12301494"
"455","https://openalex.org/F4320321001","National Natural Science Foundation of China","61877046"
"456","https://openalex.org/F4320321001","National Natural Science Foundation of China","62073037"
"457","https://openalex.org/F4320337351","National Cancer Institute","R01CA016672"
"458","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH‐20‐1‐0375"
"459","https://openalex.org/F4320337351","National Cancer Institute","R01CA244413"
"460","https://openalex.org/F4320337351","National Cancer Institute","R01CA177909"
"461","https://openalex.org/F4320337351","National Cancer Institute","R01CA275762"
"462","https://openalex.org/F4320337351","National Cancer Institute","R01CA238727"
"463","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH‐16‐1‐0073"
"464","https://openalex.org/F4320337351","National Cancer Institute","R01CA251950"
"465","https://openalex.org/F4320337351","National Cancer Institute","U01CA252553"
"466","https://openalex.org/F4320337351","National Cancer Institute","R01CA183878"
"467","https://openalex.org/F4320334705","National Health and Medical Research Council","MRF1170276"
"468","https://openalex.org/F4320322168","Hjärnfonden","#FO2022‐0270"
"469","https://openalex.org/F4320307132","Alzheimer's Drug Discovery Foundation","#201809‐2016862"
"470","https://openalex.org/F4320306219","Alzheimer's Association","#ADSF‐21‐831376‐C"
"471","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH‐20‐1‐0245"
"472","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH‐16‐1‐0497"
"473","https://openalex.org/F4320337359","National Institute of Neurological Disorders and Stroke","R01NS100801"
"474","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH‐22‐1‐0930"
"475","https://openalex.org/F4320337337","National Institute on Aging","T32‐AG058524"
"476","https://openalex.org/F4320337337","National Institute on Aging","K24‐AG046373"
"477","https://openalex.org/F4320337337","National Institute on Aging","K23‐AG045966"
"478","https://openalex.org/F4320337337","National Institute on Aging","F32‐AG076276"
"479","https://openalex.org/F4320332161","National Institutes of Health","U01DA041156"
"480","https://openalex.org/F4320332161","National Institutes of Health","U01DA041106"
"481","https://openalex.org/F4320332161","National Institutes of Health","U01DA041134"
"482","https://openalex.org/F4320332161","National Institutes of Health","K08HL159350"
"483","https://openalex.org/F4320332161","National Institutes of Health","U24DA041123"
"484","https://openalex.org/F4320332161","National Institutes of Health","U01DA041028"
"485","https://openalex.org/F4320332161","National Institutes of Health","U01DA041120"
"486","https://openalex.org/F4320332161","National Institutes of Health","U24DA041147"
"487","https://openalex.org/F4320332161","National Institutes of Health","U01DA041093"
"488","https://openalex.org/F4320332161","National Institutes of Health","U01DA041022"
"489","https://openalex.org/F4320332161","National Institutes of Health","U01DA041174"
"490","https://openalex.org/F4320332161","National Institutes of Health","R01MH135492"
"491","https://openalex.org/F4320332161","National Institutes of Health","U01DA041117"
"492","https://openalex.org/F4320332161","National Institutes of Health","U01DA041048"
"493","https://openalex.org/F4320306134","Doris Duke Charitable Foundation","2022056"
"494","https://openalex.org/F4320332161","National Institutes of Health","U01DA041025"
"495","https://openalex.org/F4320332161","National Institutes of Health","U01DA041089"
"496","https://openalex.org/F4320332161","National Institutes of Health","U01DA041148"
"497","https://openalex.org/F4320308990","BrightFocus Foundation","A2019052S"
"498","https://openalex.org/F4320306080","Foundation for the National Institutes of Health","U01AG068057"
"499","https://openalex.org/F4320306080","Foundation for the National Institutes of Health","RF1AG057892"
"500","https://openalex.org/F4320306080","Foundation for the National Institutes of Health","P41EB015922"
"501","https://openalex.org/F4320306080","Foundation for the National Institutes of Health","R01AG059874"
"502","https://openalex.org/F4320321001","National Natural Science Foundation of China","22278203"
"503","https://openalex.org/F4320338281","Army Research Office","W911NF‐17‐540 1‐0051"
"504","https://openalex.org/F4320321001","National Natural Science Foundation of China","22279057"
"505","https://openalex.org/F4320311904","Wellcome Trust","203139/Z/16/Z"
"506","https://openalex.org/F4320311904","Wellcome Trust","102645/Z/13/Z"
"507","https://openalex.org/F4320337359","National Institute of Neurological Disorders and Stroke","K01NS105160"
"508","https://openalex.org/F4320311904","Wellcome Trust","202788/Z/16/Z"
"509","https://openalex.org/F4320338335","H2020 European Research Council","758974"
"510","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH‐17‐1‐0204"
"511","https://openalex.org/F4320321001","National Natural Science Foundation of China","81901180"
"512","https://openalex.org/F4320321001","National Natural Science Foundation of China","82271441"
"513","https://openalex.org/F4320332161","National Institutes of Health","R01MH117107"
"514","https://openalex.org/F4320306076","National Science Foundation","2112455"
"515","https://openalex.org/F4320332161","National Institutes of Health","1U24RR025736"
"516","https://openalex.org/F4320332161","National Institutes of Health","R01MH118695"
"517","https://openalex.org/F4320332161","National Institutes of Health","1U24RR021992"
"518","https://openalex.org/F4320334506","Canadian Institutes of Health Research","FRN 153359"
"519","https://openalex.org/F4320332161","National Institutes of Health","R01EB020407"
"520","https://openalex.org/F4320332161","National Institutes of Health","R01EB006841"
"521","https://openalex.org/F4320306076","National Science Foundation","1631838"
"522","https://openalex.org/F4320332161","National Institutes of Health","R01MH123610"
"523","https://openalex.org/F4320307765","Pfizer","WS2249136"
"524","https://openalex.org/F4320310856","Lawson Health Research Institute","LHR D1374"
"525","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH‐19‐1‐0583"
"526","https://openalex.org/F4320332161","National Institutes of Health","R37 EB001981"
"527","https://openalex.org/F4320332161","National Institutes of Health","R01 EB017197"
"528","https://openalex.org/F4320337351","National Cancer Institute","1 R01 CA273716‐01A1"
"529","https://openalex.org/F4320338488","DOD Peer Reviewed Cancer Research Program","BCRP Award W81XWH‐21‐1‐0261"
"530","https://openalex.org/F4320332753","Qatar National Research Fund","NPRP12S‐0317‐190379"
"531","https://openalex.org/F4320335774","Key Technologies Research and Development Program","2020YFA0714001"
"532","https://openalex.org/F4320306076","National Science Foundation","CHE2108009"
"533","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550‐21‐1‐0272"
"534","https://openalex.org/F4320306084","U.S. Department of Energy","DE‐NA0003525"
"535","https://openalex.org/F4320329860","National Science and Technology Major Project","2022ZD0118004"
"536","https://openalex.org/F4320306219","Alzheimer's Association","AARF‐18‐566347"
"537","https://openalex.org/F4320306078","U.S. Department of Defense","MS200272"
"538","https://openalex.org/F4320332161","National Institutes of Health","R21‐NS089004"
"539","https://openalex.org/F4320306127","U.S. Department of Veterans Affairs","IBX004121A"
"540","https://openalex.org/F4320337351","National Cancer Institute","1U01CA248226‐01"
"541","https://openalex.org/F4320337351","National Cancer Institute","R01CA202752‐01A1"
"542","https://openalex.org/F4320320883","Agence Nationale de la Recherche","ANR‐19‐P3IA‐0001"
"543","https://openalex.org/F4320337351","National Cancer Institute","R01CA220581‐01A1"
"544","https://openalex.org/F4320306260","Breast Cancer Research Foundation","APP ID: BCRF‐21‐102"
"545","https://openalex.org/F4320334705","National Health and Medical Research Council","GNT1193630"
"546","https://openalex.org/F4320337351","National Cancer Institute","R01CA268287A1"
"547","https://openalex.org/F4320332161","National Institutes of Health","CA224319"
"548","https://openalex.org/F4320337351","National Cancer Institute","R01CA249992‐01A1"
"549","https://openalex.org/F4320338488","DOD Peer Reviewed Cancer Research Program","W81XWH‐21‐1‐0345"
"550","https://openalex.org/F4320337351","National Cancer Institute","R01CA257612‐01A1"
"551","https://openalex.org/F4320332161","National Institutes of Health","DK124165"
"552","https://openalex.org/F4320332161","National Institutes of Health","P50 CA247749 01"
"553","https://openalex.org/F4320338488","DOD Peer Reviewed Cancer Research Program","W81XWH‐18‐1‐0404"
"554","https://openalex.org/F4320337351","National Cancer Institute","R01CA208236‐01A1"
"555","https://openalex.org/F4320306260","Breast Cancer Research Foundation","22‐161"
"556","https://openalex.org/F4320338488","DOD Peer Reviewed Cancer Research Program","W81XWH‐21‐1‐0160"
"557","https://openalex.org/F4320337363","National Institute of Biomedical Imaging and Bioengineering","1R43EB028736‐01"
"558","https://openalex.org/F4320337351","National Cancer Institute","U01CA269181"
"559","https://openalex.org/F4320306260","Breast Cancer Research Foundation","17‐194"
"560","https://openalex.org/F4320337351","National Cancer Institute","R01CA26820701A1"
"561","https://openalex.org/F4320337351","National Cancer Institute","1U01CA239055‐01"
"562","https://openalex.org/F4320334764","Japan Society for the Promotion of Science","21K06909"
"563","https://openalex.org/F4320332161","National Institutes of Health","CA196521"
"564","https://openalex.org/F4320337351","National Cancer Institute","R01CA216579‐01A1"
"565","https://openalex.org/F4320319985","Cancer Research UK","CRUK/07/012"
"566","https://openalex.org/F4320319985","Cancer Research UK","KCL‐BCN‐Q3"
"567","https://openalex.org/F4320332161","National Institutes of Health","R37 CA225655"
